snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,supportCNL1L2L3,supportL1L2L3,L1,L2,L3,a,fromValue,fromUnit,b,toValue,toUnit
Burning mouth syndrome (disorder),399165002,Burning mouth syndrome,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,It can reduce your quality of life if you don't take steps to stay positive and hopeful.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Hemochromatosis (disorder),399187006,Hemochromatosis,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0131578947368421,It may take a year or longer to reduce the iron in your body to normal levels.,MAYO,0.0003865481252415,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Hemochromatosis (disorder),399187006,Haemochromatosis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Haemochromatosis is an inherited condition where iron levels in the body slowly build up over many years.,NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Hemochromatosis (disorder),399187006,Haemochromatosis,PERMANENT,0.0034562211981566,"There's currently no cure for haemochromatosis, but there are treatments that can reduce the amount of iron in your body.",NHS,0.0005798221878623,0.1677618863548511,PERMANENT,,,,,,,,
Malignant tumor of urinary bladder (disorder),399326009,Bladder cancer,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,Most people are able to leave hospital less than 48 hours after having TURBT and are able to resume normal physical activity within 2 weeks.,NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Malignant tumor of urinary bladder (disorder),399326009,Bladder cancer,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,it can take up to 3 months to fully recover,NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Malignant tumor of urinary bladder (disorder),399326009,Bladder cancer,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,Each session lasts for about 10 to 15 minutes,NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Malignant tumor of urinary bladder (disorder),399326009,Bladder cancer,PERMANENT,0.0011520737327188,"With T2 and T3 bladder cancer, treatment aims to cure the condition if possible, or at least control it for a long time",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Juvenile cataract (disorder),399336001,Cataracts (children),IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,The second operation will usually take place within a week of the first,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Juvenile cataract (disorder),399336001,Cataracts (children),IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,These will be fitted a week or two after the operation.,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Juvenile cataract (disorder),399336001,Cataracts (children),PERMANENT,0.0011520737327188,But many children with childhood cataracts are able to live a full and normal life.,NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Pressure ulcer (disorder),399912005,Bedsores (pressure ulcers),DECLINE FAST FROM 1 DAY TO 1 WEEK,0.0555555555555555,Bedsores can develop over hours or days.,MAYO,0.0001932740626207,0.0034789331271743,DECLINE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Pressure ulcer (disorder),399912005,Bedsores (pressure ulcers),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Most sores heal with treatment, but some never heal completely.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Hirsutism (disorder),399939002,Hirsutism,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"With these medications it usually takes up to six months, the average life cycle of a hair follicle, before you see a significant difference in hair growth.",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Craniopharyngioma (morphologic abnormality),40009002,Craniopharyngioma,PERMANENT,0.0011520737327188,No alternative treatments have been proved to cure brain tumors.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Craniopharyngioma (morphologic abnormality),40009002,Craniopharyngioma,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Radiosurgery is typically done in one treatment, and in most cases you can go home the same day.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Melanocytic nevus (disorder),400096001,Moles,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,These changes can happen over weeks or months.,NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Temporal arteritis (disorder),400130008,Giant cell arteritis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,You'll likely begin to feel better within a few days of beginning treatment.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Ingrowing toenail (disorder),400200009,Ingrown toenails,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Often you can take care of ingrown toenails on your own.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Pityriasis capitis (disorder),400201008,Dandruff,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Stress and cold weather may also make dandruff worse.,NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Pityriasis capitis (disorder),400201008,Dandruff,PERMANENT,0.0011520737327188,"For some people, the problem can be lifelong.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Hemangioma (disorder),400210000,Hemangioma,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"Many hemangiomas disappear by age 5, and most are gone by age 10. The skin may be slightly discolored or raised after the hemangioma goes away.",MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Infection caused by Molluscum contagiosum (disorder),40070004,Molluscum contagiosum,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0165289256198347,Treatment for molluscum contagiosum (MC) is not routinely recommended because most cases clear up on their own in around 6 to 18 months.,NHS,0.0003865481252415,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Infection caused by Molluscum contagiosum (disorder),40070004,Molluscum contagiosum,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,"Treatment is also be recommended for people with weakened immune systems, as the condition can take several years to clear in these cases.",NHS,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Infection caused by Molluscum contagiosum (disorder),40070004,Molluscum contagiosum,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,Molluscum contagiosum usually gets better without treatment in six to 12 months.,MAYO,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Infection caused by Molluscum contagiosum (disorder),40070004,Molluscum contagiosum,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,in around 6 to 18 months.,NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Infection caused by Molluscum contagiosum (disorder),40070004,Molluscum contagiosum,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0048543689320388,"The spots should eventually become inflamed, before healing and disappearing within the next few weeks",NHS,0.0005798221878623,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Thalassemia (disorder),40108008,Thalassemia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.011070110701107,Most children with moderate to severe thalassemia show signs and symptoms within their first two years of life.,MAYO,0.0005798221878623,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Vesicular hand eczema (disorder),402222007,Dyshidrosis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,Dyshidrosis tends to recur fairly regularly for months or years.,MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Vesicular hand eczema (disorder),402222007,Pompholyx (dyshidrotic eczema),IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,The blisters will usually heal within a few weeks,NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Vesicular hand eczema (disorder),402222007,Dyshidrosis,PERMANENT,0.0011520737327188,"Because the cause of dyshidrosis is generally unknown, there's no proven way to prevent this condition.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Vesicular hand eczema (disorder),402222007,Pompholyx (dyshidrotic eczema),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"soaking your hands in a dilute solution of potassium permanganate (1:10,000) for 10 to 15 minutes once or twice a day for up to 5 days",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Contact dermatitis (disorder),40275004,Contact dermatitis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,"If you can avoid the offending substance, the rash usually clears up in two to four weeks.",MAYO,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Contact dermatitis (disorder),40275004,Contact dermatitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,You should apply your emollient first and wait around 30 minutes before applying the topical corticosteroid.,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Squamous cell carcinoma (disorder),402815007,Skin cancer (non-melanoma),DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,The first sign of non-melanoma skin cancer is usually the appearance of a lump or discoloured patch on the skin that persists after a few weeks and slowly progresses over months or sometimes years,NHS,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Squamous cell carcinoma (disorder),402815007,Skin cancer (non-melanoma),IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,It takes around 6 weeks for results to appear and the procedure usually needs to be repeated.,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Germ cell tumor (disorder),402878003,Germ cell tumors,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Germ cell tumors tend to respond to treatment and many can be cured, even when diagnosed at a late stage.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Primary herpes simplex keratoconjunctivitis (disorder),402885004,Herpes simplex eye infections,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Most people will experience more than 1 infection, with about 1 in 5 having a recurrence within a year",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Primary herpes simplex keratoconjunctivitis (disorder),402885004,Herpes simplex eye infections,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"Most herpes simplex eye infections get better in 1 to 2 weeks, although they can last longer",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Spider bite wound (disorder),403149008,Spider bites,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,The bite usually heals on its own in about a week.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Spider bite wound (disorder),403149008,Spider bites,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"The ulcer usually stops growing within 10 days after the bite, but full healing can take months.",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Epidermal burn of skin (disorder),403190006,First degree burn,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK,0.0434782608695652,"Minor burns affecting the outer layer of skin and some of the underlying layer of tissue (superficial dermal burns) normally heal in around 14 days, leaving minimal scarring.",NHS,0.0001932740626207,0.0044453034402783,IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Epidermal burn of skin (disorder),403190006,First degree burn,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"More severe and deeper burns can take months or even years to fully heal, and usually leave some visible scarring.",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Epidermal burn of skin (disorder),403190006,First degree burn,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Mild burns or scalds that only affect the uppermost layer of skin (superficial epidermal burns) usually heal in about a week without any scarring.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Partial thickness burn (disorder),403191005,Second degree burn,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK,0.0434782608695652,"Minor burns affecting the outer layer of skin and some of the underlying layer of tissue (superficial dermal burns) normally heal in around 14 days, leaving minimal scarring.",NHS,0.0001932740626207,0.0044453034402783,IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Partial thickness burn (disorder),403191005,Second degree burn,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"More severe and deeper burns can take months or even years to fully heal, and usually leave some visible scarring.",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Partial thickness burn (disorder),403191005,Second degree burn,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Mild burns or scalds that only affect the uppermost layer of skin (superficial epidermal burns) usually heal in about a week without any scarring.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Full thickness burn (disorder),403192003,Third degree burn,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK,0.0434782608695652,"Minor burns affecting the outer layer of skin and some of the underlying layer of tissue (superficial dermal burns) normally heal in around 14 days, leaving minimal scarring.",NHS,0.0001932740626207,0.0044453034402783,IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Full thickness burn (disorder),403192003,Third degree burn,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"More severe and deeper burns can take months or even years to fully heal, and usually leave some visible scarring.",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Full thickness burn (disorder),403192003,Third degree burn,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Mild burns or scalds that only affect the uppermost layer of skin (superficial epidermal burns) usually heal in about a week without any scarring.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Solar erythema (disorder),403194002,Sunburn,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,"Within a few days, your body may start to heal itself by peeling the damaged skin's top layer.",MAYO,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Solar erythema (disorder),403194002,Sunburn,PERMANENT,0.0011520737327188,A type of melanoma called lentigo maligna develops in areas of long-term sun exposure.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Paget's disease of nipple (disorder),403946000,Paget's disease of the nipple,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,Lymphoedema can develop months or sometimes years after surgery,NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Paget's disease of nipple (disorder),403946000,Paget's disease of the nipple,PERMANENT,0.0011520737327188,"This is a long-term condition, but can be treated with:",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Paget's disease of nipple (disorder),403946000,Paget's disease of the nipple,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"using your own body tissue, such as tissue from your other nipple, although around half of these flatten out and shrink over time",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Postconcussion syndrome (disorder),40425004,Post-concussion syndrome,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,Post-concussion syndrome is a complex disorder in which various symptoms — such as headaches and dizziness — last for weeks and sometimes months after the injury that caused the concussion.,MAYO,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Postconcussion syndrome (disorder),40425004,Post-concussion syndrome,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0131578947368421,"In most people, symptoms occur within the first seven to 10 days and go away within three months.",MAYO,0.0003865481252415,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Postconcussion syndrome (disorder),40425004,Post-concussion syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Time may be the best therapy for post-concussion syndrome if you have cognitive problems, as most of them go away on their own in the weeks to months after the injury.",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Postconcussion syndrome (disorder),40425004,Post-concussion syndrome,PERMANENT,0.0011520737327188,The symptoms of post-concussion syndrome often improve after the affected person learns that there is a cause for his or her symptoms and that they will likely improve with time.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Postconcussion syndrome (disorder),40425004,Post-concussion syndrome,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,No medications are currently recommended specifically for the treatment of cognitive problems after mild traumatic brain injury.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Dizziness (finding),404640003,Dizziness,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,The episode may last seconds or days and may recur.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Dizziness (finding),404640003,Dizziness,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"Within a couple of weeks, the body usually adapts to whatever is causing it.",MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Dizziness (finding),404640003,Dizziness,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Such vertigo episodes can last minutes to hours and may be associated with headache as well as light and noise sensitivity.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
"Viral hepatitis, type A (disorder)",40468003,Hepatitis A,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0434782608695652,"Hepatitis A can be unpleasant, but it's not usually serious and most people make a full recovery within a couple of months.",NHS,0.0003865481252415,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
"Viral hepatitis, type A (disorder)",40468003,Hepatitis A,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0165289256198347,"Sometimes, however, hepatitis A infection results in a severe illness that lasts several months.",MAYO,0.0003865481252415,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
"Viral hepatitis, type A (disorder)",40468003,Hepatitis A,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0131578947368421,Speak to your GP if your symptoms are particularly troublesome or have not started to improve within a couple of months.,NHS,0.0003865481252415,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
"Viral hepatitis, type A (disorder)",40468003,Hepatitis A,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0077120822622107,But it usually gets better on its own within a couple of months,NHS,0.0005798221878623,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
"Viral hepatitis, type A (disorder)",40468003,Hepatitis A,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0064724919093851,These symptoms may be relatively mild and go away in a few weeks.,MAYO,0.0007730962504831,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
"Viral hepatitis, type A (disorder)",40468003,Hepatitis A,PERMANENT,0.0011520737327188,There's currently no cure for hepatitis A,NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
"Viral hepatitis, type A (disorder)",40468003,Hepatitis A,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,You can get the infection from:,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Malignant hyperthermia (finding),405501007,Malignant hyperthermia,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Malignant hyperthermia usually resolves within a few days with treatment.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
BRCA1 mutation carrier detection test (procedure),405823003,Genetic test for cancer gene,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"It takes 4 to 8 weeks to get the result, but this is not fully predictive as a negative test, so cannot rule out that the problem in relatives is due to a different gene",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Genetic test (procedure),405824009,Genetic and genomic testing,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Depending on the reason for your test, it could be weeks or months",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
BRCA2 mutation carrier detection test (procedure),405826006,Genetic test for cancer gene,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"It takes 4 to 8 weeks to get the result, but this is not fully predictive as a negative test, so cannot rule out that the problem in relatives is due to a different gene",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Attention deficit hyperactivity disorder (disorder),406506008,Attention-deficithyperactivity disorder (ADHD) in children,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"Although still unproved, it may be prudent for children to avoid excessive exposure to TV and video games in the first five years of life.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Attention deficit hyperactivity disorder (disorder),406506008,Attention deficit hyperactivity disorder (ADHD),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0031088082901554,Treatment for attention deficit hyperactivity disorder (ADHD) can help relieve the symptoms and make the condition much less of a problem in day-to-day life.,NHS,0.0005798221878623,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Attention deficit hyperactivity disorder (disorder),406506008,Attention-deficithyperactivity disorder (ADHD) in children,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,Atomoxetine and antidepressants work slower than stimulants do and may take several weeks before they take full effect.,MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Attention deficit hyperactivity disorder (disorder),406506008,Attention deficit hyperactivity disorder (ADHD),PERMANENT,0.0023041474654377,"These medications are not a permanent cure for ADHD but may help someone with the condition concentrate better, be less impulsive, feel calmer, and learn and practise new skills.",NHS,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Attention deficit hyperactivity disorder (disorder),406506008,Attention deficit hyperactivity disorder (ADHD),IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,These programmes are usually arranged in groups of around 10 to 12 parents,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Infection caused by Toxocara (disorder),406619001,Toxocariasis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"For most people, an infection with these roundworm larvae causes no symptoms and the parasites die within a few months.",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Infection caused by Toxocara (disorder),406619001,Toxocariasis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"If you have no symptoms, or only mild symptoms, treatment is not usually necessary.",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
