snomedConcept,snomedDesConcept,snomedDesIdentifier,snomedIdentifier
Computed tomography of chest and abdomen (procedure),"Dual energy computed tomography of thorax, abdomen and pelvis (procedure)",721041002,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of head, neck, thorax and abdomen (procedure)",711278009,418891003
Computed tomography of chest and abdomen (procedure),Computed tomography angiography of pulmonary and abdominal and pelvic artery with contrast (procedure),448766000,418891003
Computed tomography of chest and abdomen (procedure),Computed tomography of head and neck and thorax and abdomen with contrast (procedure),448760006,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of head, thorax, abdomen and pelvis (procedure)",445583005,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of head, thorax and abdomen with contrast (procedure)",444758004,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of head, thorax, abdomen and pelvis with contrast (procedure)",444674001,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of head, thorax and abdomen (procedure)",444633001,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of head, neck, thorax, abdomen and pelvis with contrast (procedure)",444630003,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of head, neck, thorax, abdomen and pelvis (procedure)",440331001,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of neck, thorax, abdomen and pelvis with contrast (procedure)",434438003,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of thorax, abdomen and pelvis with contrast (procedure)",433761009,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of neck, thorax and abdomen with contrast (procedure)",433270008,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of neck, thorax and abdomen (procedure)",430439002,418891003
Computed tomography of chest and abdomen (procedure),Computed tomography of thorax and abdomen with contrast (procedure),429864007,418891003
Computed tomography of chest and abdomen (procedure),Computed tomography of chest and abdomen (procedure),418891003,418891003
Computed tomography of chest and abdomen (procedure),"Computerized tomography of neck, thorax, abdomen and pelvis (procedure)",418332004,418891003
Computed tomography of chest and abdomen (procedure),"Computed tomography of chest, abdomen and pelvis (procedure)",418023006,418891003
"Cystic fibrosis, prenatal detection (procedure)","Cystic fibrosis, prenatal detection (procedure)",67799006,67799006
Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using fluorescence in situ hybridization screening technique (procedure),Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using fluorescence in situ hybridization screening technique (procedure),443529005,443529005
Diagnostic fiberoptic bronchoscopy (procedure),Diagnostic fiberoptic bronchoscopy (procedure),173160006,173160006
Discussion about procedure (procedure),Discussion about solid organ transplantation (procedure),738065000,223483004
Discussion about procedure (procedure),Discussion about social support (procedure),734306004,223483004
Discussion about procedure (procedure),Discussion about telehealth monitoring (procedure),716101005,223483004
Discussion about procedure (procedure),Discussion about advance care planning (procedure),713662007,223483004
Discussion about procedure (procedure),Discussion about end of life care planning (procedure),713602009,223483004
Discussion about procedure (procedure),Discussion about cardiopulmonary resuscitation (procedure),713079002,223483004
Discussion about procedure (procedure),Discussion about bariatric operative procedure (procedure),710566000,223483004
Discussion about procedure (procedure),Discussion about anticoagulation therapy (procedure),704034004,223483004
Discussion about procedure (procedure),Discussion about therapy (procedure),223485006,223483004
Discussion about procedure (procedure),Discussion about treatment (procedure),223484005,223483004
Discussion about procedure (procedure),Discussion about procedure (procedure),223483004,223483004
Environment (environment),Transitional housing (environment),25911000087103,276339004
Environment (environment),Supportive housing (environment),25881000087103,276339004
Environment (environment),Mental health and addiction center (environment),25861000087109,276339004
Environment (environment),Inpatient rehabilitation environment (environment),25771000087107,276339004
Environment (environment),Inpatient palliative care environment (environment),25761000087103,276339004
Environment (environment),Inpatient mental health environment (environment),25751000087101,276339004
Environment (environment),Inpatient acute care environment (environment),25731000087105,276339004
Environment (environment),Emergency shelter (environment),25721000087108,276339004
Environment (environment),Assisted living facility (environment),25711000087100,276339004
Environment (environment),Prison health center (environment),846666005,276339004
Environment (environment),Community chiropractic clinic (environment),846665009,276339004
Environment (environment),Community radiology (environment),846664008,276339004
Environment (environment),Community family planning clinic (environment),846614001,276339004
Environment (environment),Community physiotherapy (environment),846613007,276339004
Environment (environment),Osteopathy clinic (environment),846612002,276339004
Environment (environment),Community dental clinic (environment),846611009,276339004
Environment (environment),Community occupational therapy clinic (environment),846610005,276339004
Environment (environment),Community pharmacy (environment),846609000,276339004
Environment (environment),Chiropractic clinic (environment),846608008,276339004
Environment (environment),Outpatient dialysis treatment facility (environment),789741000,276339004
Environment (environment),Prison based care site (environment),722173008,276339004
Environment (environment),Military health institution (environment),722172003,276339004
Environment (environment),Diagnostic institution (environment),722171005,276339004
Environment (environment),Temporary clinic (environment),712877007,276339004
Environment (environment),Transplant clinic (environment),711188001,276339004
Environment (environment),Air ambulance (environment),711106004,276339004
Environment (environment),"Place of occurrence of accident or poisoning, healthcare facility (environment)",706957005,276339004
Environment (environment),"Place of occurrence of accident or poisoning, public place (environment)",706956001,276339004
Environment (environment),"Place of occurrence of accident or poisoning, water's edge (environment)",706884005,276339004
Environment (environment),Nurse practitioner clinic (environment),703069008,276339004
Environment (environment),Physiotherapy clinic (environment),702935001,276339004
Environment (environment),Pediatric surgery clinic (environment),702934002,276339004
Environment (environment),Orthopedic clinic (environment),702933008,276339004
Environment (environment),Oral and maxillofacial surgery clinic (environment),702932003,276339004
Environment (environment),Oncology clinic (environment),702931005,276339004
Environment (environment),Plastic surgery clinic (environment),702930006,276339004
Environment (environment),Vertigo clinic (environment),702929001,276339004
Environment (environment),Urology clinic (environment),702928009,276339004
Environment (environment),Urgent care clinic (environment),702927004,276339004
Environment (environment),Tourette syndrome clinic (environment),702926008,276339004
Environment (environment),Swallow clinic (environment),702925007,276339004
Environment (environment),Stroke clinic (environment),702924006,276339004
Environment (environment),Sports medicine clinic (environment),702923000,276339004
Environment (environment),Speech and language therapy clinic (environment),702922005,276339004
Environment (environment),Sexual health clinic (environment),702921003,276339004
Environment (environment),Seizure clinic (environment),702920002,276339004
Environment (environment),Schizophrenia clinic (environment),702919008,276339004
Environment (environment),Rheumatology clinic (environment),702918000,276339004
Environment (environment),Respiratory disease clinic (environment),702917005,276339004
Environment (environment),Rehabilitation clinic (environment),702916001,276339004
Environment (environment),Psychology clinic (environment),702915002,276339004
Environment (environment),Psychiatry clinic (environment),702914003,276339004
Environment (environment),Proctology clinic (environment),702913009,276339004
Environment (environment),Preventive medicine clinic (environment),702912004,276339004
Environment (environment),Podiatry clinic (environment),702911006,276339004
Environment (environment),Pelvic floor clinic (environment),702910007,276339004
Environment (environment),Pediatric oncology clinic (environment),702909002,276339004
Environment (environment),Pediatric urology clinic (environment),702908005,276339004
Environment (environment),Pediatric rheumatology clinic (environment),702907000,276339004
Environment (environment),Pediatric infectious disease clinic (environment),702906009,276339004
Environment (environment),Pediatric hematology clinic (environment),702905008,276339004
Environment (environment),Pediatric gastroenterology clinic (environment),702904007,276339004
Environment (environment),Pediatric endocrinology clinic (environment),702903001,276339004
Environment (environment),"Pediatric ear, nose and throat clinic (environment)",702902006,276339004
Environment (environment),Pediatric dermatology clinic (environment),702901004,276339004
Environment (environment),Pediatric clinic (environment),702900003,276339004
Environment (environment),Pediatric cardiology clinic (environment),702899008,276339004
Environment (environment),Parkinson's disease clinic (environment),702898000,276339004
Environment (environment),Pain clinic (environment),702897005,276339004
Environment (environment),Pacemaker clinic (environment),702896001,276339004
Environment (environment),Osteoporosis clinic (environment),702895002,276339004
Environment (environment),Ophthalmology clinic (environment),702894003,276339004
Environment (environment),Occupational therapy clinic (environment),702893009,276339004
Environment (environment),Obstetrics and gynecology clinic (environment),702892004,276339004
Environment (environment),Neurosurgery clinic (environment),702891006,276339004
Environment (environment),Neuropsychology clinic (environment),702890007,276339004
Environment (environment),Neurophysiology clinic (environment),702889003,276339004
Environment (environment),Neuromuscular clinic (environment),702888006,276339004
Environment (environment),Neurology clinic (environment),702887001,276339004
Environment (environment),Nephrology clinic (environment),702886005,276339004
Environment (environment),Multiple sclerosis clinic (environment),702885009,276339004
Environment (environment),Movement disorder clinic (environment),702884008,276339004
Environment (environment),Mood or anxiety disorder clinic (environment),702883002,276339004
Environment (environment),Mental health clinic (environment),702882007,276339004
Environment (environment),Medical day care (environment),702881000,276339004
Environment (environment),Lymphedema clinic (environment),702880004,276339004
Environment (environment),Laser eye clinic (environment),702879002,276339004
Environment (environment),Land ambulance (environment),702878005,276339004
Environment (environment),Internal medicine clinic (environment),702877000,276339004
Environment (environment),Infertility clinic (environment),702871004,276339004
Environment (environment),Infectious disease clinic (environment),702870003,276339004
Environment (environment),Incident site (environment),702869004,276339004
Environment (environment),Immunology clinic (environment),702868007,276339004
Environment (environment),Hypertension clinic (environment),702867002,276339004
Environment (environment),Hemophilia clinic (environment),702866006,276339004
Environment (environment),Hematology clinic (environment),702865005,276339004
Environment (environment),Headache clinic (environment),702864009,276339004
Environment (environment),Hand clinic (environment),702863003,276339004
Environment (environment),Gynecology clinic (environment),702862008,276339004
Environment (environment),Genetics clinic (environment),702861001,276339004
Environment (environment),General surgery clinic (environment),702860000,276339004
Environment (environment),Gastroenterology clinic (environment),702859005,276339004
Environment (environment),Fracture clinic (environment),702858002,276339004
Environment (environment),Fetal alcohol clinic (environment),702857007,276339004
Environment (environment),Family planning clinic (environment),702856003,276339004
Environment (environment),Family medicine clinic (environment),702855004,276339004
Environment (environment),Endocrinology clinic (environment),702854000,276339004
Environment (environment),Eating disorder clinic (environment),702853006,276339004
Environment (environment),"Ear, nose and throat clinic (environment)",702852001,276339004
Environment (environment),Down syndrome clinic (environment),702851008,276339004
Environment (environment),Diabetic retinopathy clinic (environment),702850009,276339004
Environment (environment),Diabetes in pregnancy clinic (environment),702849009,276339004
Environment (environment),Diabetes foot care clinic (environment),702848001,276339004
Environment (environment),Dermatology clinic (environment),702847006,276339004
Environment (environment),Dental clinic (environment),702846002,276339004
Environment (environment),Deep vein thrombosis clinic (environment),702845003,276339004
Environment (environment),Cystic fibrosis clinic (environment),702844004,276339004
Environment (environment),Congestive heart failure clinic (environment),702843005,276339004
Environment (environment),Congenital heart disease clinic (environment),702842000,276339004
Environment (environment),Cleft palate clinic (environment),702841007,276339004
Environment (environment),Chronic pain clinic (environment),702840008,276339004
Environment (environment),Chronic obstructive pulmonary disease clinic (environment),702839006,276339004
Environment (environment),Child speech and language therapy clinic (environment),702834001,276339004
Environment (environment),Child and adolescent psychiatry clinic (environment),702833007,276339004
Environment (environment),Child and adolescent neurology clinic (environment),702832002,276339004
Environment (environment),Child and adolescent medicine clinic (environment),702831009,276339004
Environment (environment),Cardiology clinic (environment),702830005,276339004
Environment (environment),Breast clinic (environment),702828008,276339004
Environment (environment),Bone marrow transplant clinic (environment),702827003,276339004
Environment (environment),Bipolar clinic (environment),702826007,276339004
Environment (environment),Autism clinic (environment),702825006,276339004
Environment (environment),Audiology clinic (environment),702824005,276339004
Environment (environment),Asthma clinic (environment),702823004,276339004
Environment (environment),Anticoagulation clinic (environment),702822009,276339004
Environment (environment),Amputee clinic (environment),702821002,276339004
Environment (environment),After hours clinic (environment),702819007,276339004
Environment (environment),Allergy clinic (environment),702814002,276339004
Environment (environment),Acquired immune deficiency syndrome clinic (environment),702813008,276339004
Environment (environment),Acute pain clinic (environment),702812003,276339004
Environment (environment),Diabetes clinic (environment),702706001,276339004
Environment (environment),Mobile clinic (environment),702705002,276339004
Environment (environment),Indoor public site (environment),702704003,276339004
Environment (environment),Outdoor public site (environment),702703009,276339004
Environment (environment),Funeral home (environment),699854004,276339004
Environment (environment),Outpatient freestanding dialysis treatment facility (environment),448535008,276339004
Environment (environment),Dental hospital (environment),448399001,276339004
Environment (environment),Colposcopy clinic (environment),444766008,276339004
Environment (environment),Nonacute hospital (environment),443750004,276339004
Environment (environment),Sleep apnea clinic (environment),443621004,276339004
Environment (environment),Apartment building without elevator access (environment),443447001,276339004
Environment (environment),Apartment building with elevator access (environment),443403007,276339004
Environment (environment),Medical intensive care unit (environment),441994008,276339004
Environment (environment),Histopathology department (environment),441950002,276339004
Environment (environment),Diagnostic imaging department (environment),441662001,276339004
Environment (environment),Tropical medicine department (environment),441548002,276339004
Environment (environment),Primary care department (environment),441480003,276339004
Environment (environment),Outpatient environment (environment),440655000,276339004
Environment (environment),Inpatient environment (environment),440654001,276339004
Environment (environment),Genitourinary medicine clinic (environment),431654006,276339004
Environment (environment),Newborn nursery unit (environment),427695007,276339004
Environment (environment),Burns intensive care unit (environment),426439001,276339004
Environment (environment),Telemetry unit (environment),422798006,276339004
Environment (environment),Tidal river (environment),421541004,276339004
Environment (environment),Non-tidal river (environment),421268003,276339004
Environment (environment),Lake (environment),421084007,276339004
Environment (environment),Pond (environment),420763003,276339004
Environment (environment),River (environment),420531007,276339004
Environment (environment),Obstetrical stepdown unit (environment),420280003,276339004
Environment (environment),Pediatric medicine department (environment),420223003,276339004
Environment (environment),Residential institution (environment),419955002,276339004
Environment (environment),Stepdown unit (environment),419590001,276339004
Environment (environment),Medical stepdown unit (environment),419390002,276339004
Environment (environment),Cardiac stepdown unit (environment),418649002,276339004
Environment (environment),Dialysis unit (environment),418518002,276339004
Environment (environment),Surgical intensive care unit (environment),418433008,276339004
Environment (environment),Surgical stepdown unit (environment),418028002,276339004
Environment (environment),Community medical center (environment),416957006,276339004
Environment (environment),Soccer field (environment),415540007,276339004
Environment (environment),Postanesthesia care unit Phase 2 (environment),415143003,276339004
Environment (environment),Postanesthesia care unit Phase 1 (environment),415142008,276339004
Environment (environment),Lacrosse field (environment),414566000,276339004
Environment (environment),Induction room (environment),414485004,276339004
Environment (environment),Indoor soccer court (environment),414484000,276339004
Environment (environment),Indoor football arena (environment),414483006,276339004
Environment (environment),Gravel road (environment),414367005,276339004
Environment (environment),Freeway on-ramp (environment),414295008,276339004
Environment (environment),Freeway off-ramp (environment),414294007,276339004
Environment (environment),Divided highway (environment),414040007,276339004
Environment (environment),Dirt road (environment),414011009,276339004
Environment (environment),Delivery suite (environment),413964002,276339004
Environment (environment),Child day care center (environment),413817003,276339004
Environment (environment),Australian Rules Football ground (environment),413602004,276339004
Environment (environment),American or Canadian football field (environment),413493008,276339004
Environment (environment),Adult day care center (environment),413456002,276339004
Environment (environment),Hospital isolation room (environment),409688003,276339004
Environment (environment),Hospital decontamination room (environment),409685000,276339004
Environment (environment),Cold zone (environment),409547007,276339004
Environment (environment),Warm zone (environment),409546003,276339004
Environment (environment),Hot zone (environment),409545004,276339004
Environment (environment),Contained casualty setting (environment),409519008,276339004
Environment (environment),Mass casualty setting (environment),409518000,276339004
Environment (environment),Academic medical center (environment),405608006,276339004
Environment (environment),Ambulatory surgery center (environment),405607001,276339004
Environment (environment),Labor and delivery unit (environment),405606005,276339004
Environment (environment),Neonatal intensive care unit (environment),405269005,276339004
Environment (environment),Psychiatric intensive care unit (environment),404821007,276339004
Environment (environment),Postoperative anesthesia care unit (environment),398161000,276339004
Environment (environment),Medical or surgical floor (environment),398156002,276339004
Environment (environment),State (environment),398070004,276339004
Environment (environment),Preoperative holding area (environment),397983003,276339004
Environment (environment),Preoperative screening clinic (environment),397872006,276339004
Environment (environment),Other location within hospital premises (environment),397784001,276339004
Environment (environment),High dependency unit (environment),397771005,276339004
Environment (environment),Joint consultant clinic (environment),394865001,276339004
Environment (environment),Resource center managed by voluntary or private agents (environment),394798002,276339004
Environment (environment),Resource center managed by local authority (environment),394797007,276339004
Environment (environment),Health clinic managed by voluntary or private agents (environment),394794000,276339004
Environment (environment),Day center managed by voluntary or private agents (environment),394790009,276339004
Environment (environment),Day center managed by local authority (environment),394789000,276339004
Environment (environment),Group home managed by voluntary or private agents (environment),394784005,276339004
Environment (environment),Group home managed by local authority (environment),394783004,276339004
Environment (environment),Client's or patient's home (environment),394778007,276339004
Environment (environment),Health encounter sites (environment),394777002,276339004
Environment (environment),General practitioner practice site (environment),394761003,276339004
Environment (environment),Independent provider site (environment),394759007,276339004
Environment (environment),Postnatal clinic (environment),394575008,276339004
Environment (environment),Antenatal clinic (environment),394574007,276339004
Environment (environment),Maternity clinic (environment),394573001,276339004
Environment (environment),Hospital-based outpatient immunology clinic (environment),360966004,276339004
Environment (environment),Hospital-based outpatient allergy clinic (environment),360957003,276339004
Environment (environment),Playgroup (environment),311763006,276339004
Environment (environment),Mainstream school (environment),311762001,276339004
Environment (environment),Physiotherapy department (environment),310464005,276339004
Environment (environment),Community clinic (environment),310391008,276339004
Environment (environment),Hospital clinic (environment),310390009,276339004
Environment (environment),Sheltered housing (environment),310207003,276339004
Environment (environment),Private nursing home (environment),310206007,276339004
Environment (environment),Private residential home (environment),310205006,276339004
Environment (environment),Ophthalmology Accident and Emergency department (environment),310204005,276339004
Environment (environment),Pediatric Accident and Emergency department (environment),310203004,276339004
Environment (environment),Warden controlled accommodation (environment),309999004,276339004
Environment (environment),Day ward (environment),309998007,276339004
Environment (environment),Young disabled unit (environment),309997002,276339004
Environment (environment),Vascular surgery department (environment),309996006,276339004
Environment (environment),Urology department (environment),309995005,276339004
Environment (environment),Trauma surgery department (environment),309994009,276339004
Environment (environment),Surgical transplant department (environment),309993003,276339004
Environment (environment),Plastic surgery department (environment),309992008,276339004
Environment (environment),Pediatric surgical department (environment),309991001,276339004
Environment (environment),Pancreatic surgery department (environment),309990000,276339004
Environment (environment),Orthopedic department (environment),309989009,276339004
Environment (environment),Ophthalmology department (environment),309988001,276339004
Environment (environment),Neurosurgical department (environment),309987006,276339004
Environment (environment),Hepatobiliary surgical department (environment),309986002,276339004
Environment (environment),Hand surgery department (environment),309985003,276339004
Environment (environment),General surgical department (environment),309984004,276339004
Environment (environment),Colorectal surgery department (environment),309983005,276339004
Environment (environment),Upper gastrointestinal surgery department (environment),309982000,276339004
Environment (environment),General gastrointestinal surgery department (environment),309981007,276339004
Environment (environment),Gastrointestinal surgery department (environment),309980008,276339004
Environment (environment),Endocrine surgery department (environment),309979005,276339004
Environment (environment),"Ear, nose and throat department (environment)",309978002,276339004
Environment (environment),Restorative dentistry department (environment),309977007,276339004
Environment (environment),Pediatric dentistry department (environment),309976003,276339004
Environment (environment),Orthodontics department (environment),309975004,276339004
Environment (environment),Oral surgery department (environment),309974000,276339004
Environment (environment),General dental surgery department (environment),309973006,276339004
Environment (environment),Dental surgery department (environment),309972001,276339004
Environment (environment),Cardiac surgery department (environment),309971008,276339004
Environment (environment),Thoracic surgery department (environment),309970009,276339004
Environment (environment),Cardiothoracic surgery department (environment),309969008,276339004
Environment (environment),Breast surgery department (environment),309968000,276339004
Environment (environment),Surgical department (environment),309967005,276339004
Environment (environment),Stroke unit (environment),309966001,276339004
Environment (environment),Occupational health department (environment),309965002,276339004
Environment (environment),Radiology department (environment),309964003,276339004
Environment (environment),Rehabilitation psychiatry department (environment),309963009,276339004
Environment (environment),Mental handicap psychiatry department (environment),309962004,276339004
Environment (environment),Psychogeriatric department (environment),309961006,276339004
Environment (environment),Forensic psychiatry department (environment),309960007,276339004
Environment (environment),Child and adolescent psychiatry department (environment),309959002,276339004
Environment (environment),Psychiatry department (environment),309958005,276339004
Environment (environment),Neuropathology department (environment),309957000,276339004
Environment (environment),Medical microbiology department (environment),309956009,276339004
Environment (environment),Hematology department (environment),309954007,276339004
Environment (environment),General pathology department (environment),309953001,276339004
Environment (environment),Chemical pathology department (environment),309952006,276339004
Environment (environment),Blood transfusion department (environment),309951004,276339004
Environment (environment),Pathology department (environment),309950003,276339004
Environment (environment),Pain management department (environment),309949003,276339004
Environment (environment),Pediatric oncology department (environment),309948006,276339004
Environment (environment),Pediatric neurology department (environment),309947001,276339004
Environment (environment),Special care baby unit (environment),309946005,276339004
Environment (environment),Pediatric department (environment),309945009,276339004
Environment (environment),Obstetrics department (environment),309944008,276339004
Environment (environment),Gynecology department (environment),309943002,276339004
Environment (environment),Obstetrics and gynecology department (environment),309942007,276339004
Environment (environment),Rheumatology department (environment),309941000,276339004
Environment (environment),Rehabilitation department (environment),309940004,276339004
Environment (environment),Palliative care department (environment),309939001,276339004
Environment (environment),Nuclear medicine department (environment),309938009,276339004
Environment (environment),Neurology department (environment),309937004,276339004
Environment (environment),Nephrology department (environment),309936008,276339004
Environment (environment),Medical ophthalmology department (environment),309935007,276339004
Environment (environment),Infectious diseases department (environment),309934006,276339004
Environment (environment),Care of the elderly department (environment),309933000,276339004
Environment (environment),Genitourinary medicine department (environment),309932005,276339004
Environment (environment),Clinical molecular genetics department (environment),309931003,276339004
Environment (environment),Clinical cytogenetics department (environment),309930002,276339004
Environment (environment),Clinical genetics department (environment),309929007,276339004
Environment (environment),Genetics department (environment),309928004,276339004
Environment (environment),General medical department (environment),309927009,276339004
Environment (environment),Gastroenterology department (environment),309926000,276339004
Environment (environment),Endocrinology department (environment),309925001,276339004
Environment (environment),Diabetic department (environment),309924002,276339004
Environment (environment),Dermatology department (environment),309923008,276339004
Environment (environment),Clinical physiology department (environment),309922003,276339004
Environment (environment),Clinical pharmacology department (environment),309921005,276339004
Environment (environment),Clinical neurophysiology department (environment),309920006,276339004
Environment (environment),Clinical immunology department (environment),309919000,276339004
Environment (environment),Respiratory medicine department (environment),309918008,276339004
Environment (environment),Thoracic medicine department (environment),309917003,276339004
Environment (environment),Chest medicine department (environment),309916007,276339004
Environment (environment),Cardiology department (environment),309915006,276339004
Environment (environment),Audiology department (environment),309914005,276339004
Environment (environment),Clinical allergy department (environment),309913004,276339004
Environment (environment),Medical department (environment),309912009,276339004
Environment (environment),Respiratory intensive care unit (environment),309911002,276339004
Environment (environment),Pediatric intensive care unit (environment),309910001,276339004
Environment (environment),Neurological intensive care unit (environment),309909006,276339004
Environment (environment),Metabolic intensive care unit (environment),309908003,276339004
Environment (environment),Cardiac intensive care unit (environment),309907008,276339004
Environment (environment),Burns unit (environment),309906004,276339004
Environment (environment),Adult intensive care unit (environment),309905000,276339004
Environment (environment),Intensive care unit (environment),309904001,276339004
Environment (environment),Radiotherapy department (environment),309903007,276339004
Environment (environment),Clinical oncology department (environment),309902002,276339004
Environment (environment),Anesthetic department (environment),309901009,276339004
Environment (environment),Care of the elderly day hospital (environment),309900005,276339004
Environment (environment),Elderly severely mentally ill day hospital (environment),309899000,276339004
Environment (environment),Psychogeriatric day hospital (environment),309898008,276339004
Environment (environment),Psychiatric day care hospital (environment),309897003,276339004
Environment (environment),Tertiary referral hospital (environment),309896007,276339004
Environment (environment),Private hospital (environment),309895006,276339004
Environment (environment),Drainage ditch (environment),308760005,276339004
Environment (environment),Community health care environment (environment),288573005,276339004
Environment (environment),Toilet on general practice premises (environment),288572000,276339004
Environment (environment),General practice waiting room (environment),288570008,276339004
Environment (environment),General practice reception area (environment),288569007,276339004
Environment (environment),General practice consulting room (environment),288568004,276339004
Environment (environment),General practice treatment room (environment),288567009,276339004
Environment (environment),General practice examination room (environment),288566000,276339004
Environment (environment),Medical center (environment),288565001,276339004
Environment (environment),Secure unit (environment),288562003,276339004
Environment (environment),Special hospital (environment),288561005,276339004
Environment (environment),Island (environment),288560006,276339004
Environment (environment),Ecological environment (environment),288559001,276339004
Environment (environment),Highway environment (environment),288553000,276339004
Environment (environment),Town environment (environment),288521009,276339004
Environment (environment),City environment (environment),288520005,276339004
Environment (environment),Geographical environment (environment),288500009,276339004
Environment (environment),Children's playpark (environment),288461007,276339004
Environment (environment),Community environment (environment),285202004,276339004
Environment (environment),Hospital environment (environment),285201006,276339004
Environment (environment),Sand dunes (environment),285160001,276339004
Environment (environment),Railway embankment (environment),285155000,276339004
Environment (environment),Railway cutting (environment),285154001,276339004
Environment (environment),Attic (environment),285148002,276339004
Environment (environment),Work environment (environment),285141008,276339004
Environment (environment),At risk environment (environment),285140009,276339004
Environment (environment),Low risk environment (environment),285139007,276339004
Environment (environment),Unhappy environment (environment),285135001,276339004
Environment (environment),Dangerous environment (environment),285134002,276339004
Environment (environment),Aquatic environment (environment),285129001,276339004
Environment (environment),Personal environment (environment),285128009,276339004
Environment (environment),Polluted environment (environment),285127004,276339004
Environment (environment),Corrosive environment (environment),285126008,276339004
Environment (environment),Warm environment (environment),285125007,276339004
Environment (environment),Freezing environment (environment),285124006,276339004
Environment (environment),Cold environment (environment),285123000,276339004
Environment (environment),Hot environment (environment),285122005,276339004
Environment (environment),Toxic environment (environment),285121003,276339004
Environment (environment),Humid environment (environment),285120002,276339004
Environment (environment),Radioactive environment (environment),285118000,276339004
Environment (environment),Noisy environment (environment),285117005,276339004
Environment (environment),Convent (environment),285115002,276339004
Environment (environment),Monastery (environment),285114003,276339004
Environment (environment),Religious institutional residence (environment),285113009,276339004
Environment (environment),Railway pedestrian crossing (environment),285112004,276339004
Environment (environment),Railway sidings (environment),285111006,276339004
Environment (environment),School playing field (environment),285103001,276339004
Environment (environment),Multi-storey car park (environment),285102006,276339004
Environment (environment),Landfill site (environment),285101004,276339004
Environment (environment),Refuse site (environment),285100003,276339004
Environment (environment),Gorge (environment),285099006,276339004
Environment (environment),Valley (environment),285098003,276339004
Environment (environment),Mudflats (environment),285097008,276339004
Environment (environment),Waterfall (environment),285096004,276339004
Environment (environment),Road tunnel (environment),285095000,276339004
Environment (environment),Road bridge (environment),285094001,276339004
Environment (environment),Underground railway line (environment),285093007,276339004
Environment (environment),Railway terminus (environment),285092002,276339004
Environment (environment),Third rail electrified line (environment),285091009,276339004
Environment (environment),Overhead electrified railway line (environment),285090005,276339004
Environment (environment),Electrified railway line (environment),285089001,276339004
Environment (environment),Railway tunnel (environment),285088009,276339004
Environment (environment),Railway bridge (environment),285087004,276339004
Environment (environment),Railway junction (environment),285086008,276339004
Environment (environment),Railway line location (environment),285085007,276339004
Environment (environment),Day nursery (environment),285084006,276339004
Environment (environment),Circus (environment),285083000,276339004
Environment (environment),Bowling alley (environment),285082005,276339004
Environment (environment),Cycle track (environment),285081003,276339004
Environment (environment),Athletics field (environment),285080002,276339004
Environment (environment),Boxing ring (environment),285079000,276339004
Environment (environment),Polo field (environment),285078008,276339004
Environment (environment),Scout and guide hut (environment),285077003,276339004
Environment (environment),Youth club (environment),285076007,276339004
Environment (environment),Snooker hall (environment),285075006,276339004
Environment (environment),Motor sports venue (environment),285074005,276339004
Environment (environment),Archery range (environment),285073004,276339004
Environment (environment),Agricultural field (environment),285070001,276339004
Environment (environment),Moorland (environment),285069002,276339004
Environment (environment),Pot-hole (environment),285068005,276339004
Environment (environment),Cave (environment),285067000,276339004
Environment (environment),Domestic back garden (environment),285064007,276339004
Environment (environment),Domestic front garden (environment),285063001,276339004
Environment (environment),Ski resort (environment),285062006,276339004
Environment (environment),Military weapons installation (environment),285061004,276339004
Environment (environment),Front yard (environment),284772006,276339004
Environment (environment),Back yard (environment),284771004,276339004
Environment (environment),Roller skating rink (environment),284768007,276339004
Environment (environment),Dry ski slope (environment),284767002,276339004
Environment (environment),Public telephone kiosk (environment),284766006,276339004
Environment (environment),Public lavatory (environment),284765005,276339004
Environment (environment),Underground railway station (environment),284762008,276339004
Environment (environment),Launderette (environment),284751008,276339004
Environment (environment),Tobacconists (environment),284750009,276339004
Environment (environment),Newsagents shop (environment),284749009,276339004
Environment (environment),Pharmacy shop (environment),284748001,276339004
Environment (environment),Department store (environment),284747006,276339004
Environment (environment),Shoe shop (environment),284746002,276339004
Environment (environment),Clothes shop (environment),284745003,276339004
Environment (environment),Temple - place of worship (environment),284659001,276339004
Environment (environment),Synagogue (environment),284658009,276339004
Environment (environment),Mosque (environment),284657004,276339004
Environment (environment),Military installation - non-residential (environment),284656008,276339004
Environment (environment),Military airfield (environment),284654006,276339004
Environment (environment),Military training ground (environment),284653000,276339004
Environment (environment),Naval barracks (environment),284652005,276339004
Environment (environment),Air force barracks (environment),284651003,276339004
Environment (environment),Military camp (environment),284650002,276339004
Environment (environment),Army barracks (environment),284649002,276339004
Environment (environment),Safari park (environment),284590005,276339004
Environment (environment),Park (environment),284589001,276339004
